Object_Id  Timestamp Type Lat Lng 
151 35  50.6347 3.04838
151 36  50.6345 3.04862
151 37  50.6345 3.04872
151 38  50.6344 3.04883
151 39  50.6343 3.04903
151 40  50.6342 3.04929
151 41  50.634 3.04953
151 42  50.6339 3.04983
151 43  50.6337 3.05012
151 44  50.6336 3.05036
151 45  50.6338 3.05051
151 46  50.634 3.05076
151 47  50.6342 3.051
151 48  50.6342 3.05133
151 49  50.6343 3.05171
151 50  50.6344 3.05208
151 51  50.6344 3.05245
151 52  50.6345 3.05283
151 53  50.6346 3.0532
151 54  50.6346 3.05333
151 55  50.6347 3.05356
151 56  50.635 3.05378
151 57  50.6352 3.05399
151 58  50.6354 3.05419
151 59  50.6355 3.05437
151 60  50.6357 3.05452
151 61  50.6356 3.05468
151 62  50.6354 3.05497
151 63  50.6353 3.05526
151 64  50.6353 3.05536
151 65  50.6354 3.05538
151 66  50.6355 3.05543
151 67  50.6356 3.05564
151 68  50.6358 3.05593
151 69  50.6359 3.05621
151 70  50.6361 3.0565
151 71  50.6363 3.05677
151 72  50.6365 3.05703
151 73  50.6367 3.05729
151 74  50.6369 3.05755
151 75  50.637 3.05774
151 76  50.6371 3.05786
151 77  50.6372 3.05813
151 78  50.6374 3.05843
151 79  50.6376 3.05867
151 80  50.6378 3.05885
151 81  50.638 3.05902
151 82  50.6382 3.05915
151 83  50.6385 3.05933
151 84  50.6387 3.05951
151 85  50.6386 3.05981
151 86  50.6386 3.05993
151 87  50.6387 3.06023
151 88  50.6388 3.0606
151 89  50.6388 3.06098
151 90  50.6388 3.06137
151 91  50.6389 3.06174
151 92  50.6389 3.0621
151 93  50.639 3.06246
151 94  50.639 3.06284
151 95  50.6391 3.06318
151 96  50.6392 3.06352
151 97  50.6394 3.06385
151 98  50.6396 3.0641
151 99  50.6398 3.0643
151 100  50.64 3.06448
151 101  50.64 3.06454
151 102  50.6402 3.0648
151 103  50.6403 3.06511
151 104  50.6403 3.06544
151 105  50.6405 3.06576
151 106  50.6406 3.06593
151 107  50.6408 3.06586
151 108  50.6411 3.06593
151 109  50.6413 3.06614
151 110  50.6414 3.06641
151 111  50.6416 3.06663
151 112  50.6418 3.06673
151 113  50.642 3.06651
151 114  50.6422 3.06633
151 115  50.6423 3.06624
153 0  50.6423 3.06624
153 1  50.6421 3.06649
153 2  50.6419 3.06671
153 3  50.6417 3.06663
153 4  50.6415 3.06647
153 5  50.6414 3.06636
153 6  50.6413 3.06616
153 7  50.6412 3.06607
153 8  50.641 3.06587
153 9  50.6409 3.06585
153 10  50.6407 3.06589
153 11  50.6405 3.06591
153 12  50.6404 3.06563
153 13  50.6403 3.06531
153 14  50.6402 3.065
153 15  50.6402 3.06487
153 16  50.6401 3.0646
153 17  50.6399 3.06441
153 18  50.6398 3.06435
153 19  50.6396 3.0642
153 20  50.6394 3.06395
153 21  50.6394 3.06385
153 22  50.6393 3.06361
153 23  50.6392 3.06333
153 24  50.639 3.06299
153 25  50.639 3.06262
153 26  50.6389 3.06226
153 27  50.6389 3.06203
153 28  50.6389 3.06184
153 29  50.6388 3.06157
153 30  50.6388 3.06118
153 31  50.6388 3.06079
153 32  50.6387 3.06042
153 33  50.6386 3.06005
153 34  50.6386 3.0597
153 35  50.6387 3.05953
153 36  50.6386 3.05948
153 37  50.6384 3.05932
153 38  50.6382 3.05915
153 39  50.638 3.05899
153 40  50.6378 3.05881
153 41  50.6375 3.05864
153 42  50.6375 3.05854
153 43  50.6374 3.0584
153 44  50.6373 3.05826
153 45  50.6372 3.05799
153 46  50.637 3.05772
153 47  50.6368 3.05746
153 48  50.6366 3.0572
153 49  50.6364 3.05694
153 50  50.6362 3.05668
153 51  50.6361 3.05647
153 52  50.6359 3.05618
153 53  50.6358 3.0559
153 54  50.6356 3.05562
153 55  50.6354 3.05538
153 56  50.6353 3.05536
153 57  50.6353 3.05525
153 58  50.6355 3.05495
153 59  50.6356 3.05466
153 60  50.6356 3.05446
153 61  50.6355 3.0543
153 62  50.6353 3.05411
153 63  50.6351 3.0539
153 64  50.6349 3.05369
153 65  50.6347 3.05346
153 66  50.6346 3.05322
153 67  50.6346 3.05305
153 68  50.6345 3.05273
153 69  50.6344 3.05236
153 70  50.6343 3.05199
153 71  50.6343 3.05161
153 72  50.6342 3.05134
153 73  50.6342 3.05101
153 74  50.634 3.05076
153 75  50.6338 3.05051
153 76  50.6336 3.05031
153 77  50.6338 3.05002
153 78  50.6339 3.04972
153 79  50.6341 3.04942
153 80  50.6343 3.04913
153 81  50.6344 3.04882
153 82  50.6345 3.04864
153 83  50.6346 3.04851
153 84  50.6347 3.0483
153 85  50.6346 3.04813
153 86  50.6347 3.04775
153 87  50.6348 3.0474
153 88  50.6349 3.04704
153 89  50.635 3.04669
153 90  50.6351 3.04646
153 91  50.635 3.04626
153 92  50.6348 3.04603
153 93  50.6346 3.0458
153 94  50.6344 3.04557
153 95  50.6342 3.04534
153 96  50.634 3.04513
153 97  50.6337 3.04493
153 98  50.6336 3.04477
153 99  50.6335 3.04467
153 100  50.6334 3.04451
153 101  50.6333 3.04435
153 102  50.6332 3.04404
153 103  50.633 3.04373
153 104  50.6329 3.04342
153 105  50.6327 3.04311
153 106  50.6325 3.0428
153 107  50.6325 3.04266
153 108  50.6324 3.04244
153 109  50.6322 3.04213
153 110  50.6321 3.04182
153 111  50.6319 3.04151
153 112  50.6317 3.04121
153 113  50.6316 3.04091
153 114  50.6314 3.0406
153 115  50.6313 3.04037
153 116  50.6314 3.0403
153 117  50.6316 3.04005
153 118  50.6316 3.04
153 119  50.6315 3.04008
153 120  50.6314 3.0403
153 121  50.6313 3.04041
153 122  50.6314 3.04053
153 123  50.6315 3.04082
153 124  50.6317 3.04113
153 125  50.6319 3.04141
153 126  50.632 3.04172
153 127  50.6322 3.04203
153 128  50.6323 3.04234
153 129  50.6325 3.04265
153 130  50.6326 3.04296
153 131  50.6328 3.04327
153 132  50.6329 3.04358
153 133  50.6331 3.04389
153 134  50.6332 3.0442
153 135  50.6334 3.04451
153 136  50.6336 3.04476
153 137  50.6337 3.04493
153 138  50.634 3.04513
153 139  50.6342 3.04534
153 140  50.6342 3.04542
153 141  50.6344 3.0456
153 142  50.6346 3.04583
153 143  50.6348 3.04607
153 144  50.635 3.0463
153 145  50.6351 3.04644
153 146  50.635 3.04661
153 147  50.6349 3.04697
153 148  50.6349 3.04715
153 149  50.6348 3.0475
153 150  50.6347 3.04786
153 151  50.6346 3.04822
153 152  50.6347 3.04832
153 153  50.6346 3.04843
153 154  50.6345 3.0487
153 155  50.6344 3.04897
153 156  50.6342 3.04927
153 157  50.634 3.04956
153 158  50.6339 3.04986
153 159  50.6337 3.05016
153 160  50.6337 3.0504
153 161  50.6339 3.05063
153 162  50.6341 3.05088
153 163  50.6342 3.05114
153 164  50.6342 3.05151
153 165  50.6343 3.05189
153 166  50.6344 3.05209
153 167  50.6344 3.05245
153 168  50.6345 3.05282
153 169  50.6346 3.0532
153 170  50.6347 3.05353
153 171  50.6349 3.05374
153 172  50.6351 3.05395
153 173  50.6353 3.05416
153 174  50.6355 3.05438
153 175  50.6357 3.05451
153 176  50.6356 3.05465
153 177  50.6355 3.05495
153 178  50.6353 3.05524
153 179  50.6353 3.05536
153 180  50.6354 3.05541
153 181  50.6356 3.05557
153 182  50.6357 3.05577
153 183  50.6358 3.05595
153 184  50.636 3.05624
153 185  50.6361 3.05653
153 186  50.6363 3.0568
153 187  50.6365 3.05706
153 188  50.6367 3.05732
153 189  50.6369 3.05758
153 190  50.6371 3.05784
153 191  50.6372 3.05811
153 192  50.6374 3.05841
153 193  50.6375 3.05853
153 194  50.6375 3.05862
153 195  50.6377 3.05879
153 196  50.638 3.05896
153 197  50.6382 3.05912
153 198  50.6384 3.0593
153 199  50.6386 3.05948
153 200  50.6386 3.05975
153 201  50.6386 3.0599
153 202  50.6387 3.06016
153 203  50.6387 3.06053
153 204  50.6388 3.06091
153 205  50.6388 3.0613
153 206  50.6388 3.06167
153 207  50.6389 3.06203
153 208  50.639 3.0624
153 209  50.639 3.06277
153 210  50.6391 3.06312
153 211  50.6392 3.06346
153 212  50.6394 3.06379
153 213  50.6395 3.06405
153 214  50.6397 3.06427
153 215  50.6399 3.06444
153 216  50.64 3.06453
153 217  50.6401 3.06475
153 218  50.6402 3.06507
153 219  50.6403 3.0654
153 220  50.6405 3.06572
153 221  50.6405 3.06592
153 222  50.6405 3.06604
153 223  50.6406 3.06634
153 224  50.6406 3.06671
153 225  50.6407 3.06699
153 226  50.6407 3.06727
153 227  50.6408 3.06742
153 228  50.6409 3.06767
153 229  50.641 3.06801
153 230  50.641 3.06824
153 231  50.641 3.06851
153 232  50.641 3.0687
153 233  50.6411 3.06904
153 234  50.6412 3.06938
153 235  50.6413 3.06973
153 236  50.6414 3.07009
153 237  50.6415 3.07037
153 238  50.6417 3.07064
153 239  50.6419 3.0709
153 240  50.6421 3.07106
153 241  50.6423 3.07123
153 242  50.6425 3.07141
153 243  50.6428 3.0716
153 244  50.643 3.07179
153 245  50.6432 3.07197
153 246  50.6433 3.07206
153 247  50.6434 3.07209
153 248  50.6436 3.0722
153 249  50.6438 3.07197
153 250  50.644 3.07178
153 251  50.6442 3.07159
153 252  50.6444 3.07142
153 253  50.6446 3.07133
153 254  50.6449 3.07129
153 255  50.6451 3.07126
153 256  50.6454 3.07124
153 257  50.6456 3.07122
153 258  50.6457 3.07122
153 259  50.6458 3.07121
153 260  50.646 3.0712
153 261  50.6462 3.07119
153 262  50.6464 3.07117
153 263  50.6467 3.07115
153 264  50.6469 3.07114
153 265  50.6472 3.07111
153 266  50.6474 3.07101
153 267  50.6476 3.07091
153 268  50.6479 3.07072
153 269  50.6481 3.0705
153 270  50.6482 3.07023
153 271  50.6484 3.06992
153 272  50.6485 3.06965
153 273  50.6486 3.06952
153 274  50.6486 3.0692
153 275  50.6487 3.06886
153 276  50.6488 3.06864
153 277  50.6489 3.06835
153 278  50.649 3.06801
153 279  50.6492 3.06769
153 280  50.6493 3.06737
153 281  50.6495 3.06705
153 282  50.6496 3.06673
153 283  50.6498 3.06642
153 284  50.6499 3.06611
153 285  50.6501 3.06578
153 286  50.6502 3.06543
153 287  50.6503 3.06507
153 288  50.6504 3.06471
153 289  50.6505 3.06434
153 290  50.6505 3.06397
153 291  50.6506 3.06359
153 292  50.6507 3.06321
153 293  50.6507 3.06283
153 294  50.6508 3.06244
153 295  50.6508 3.06206
153 296  50.6509 3.06168
153 297  50.6509 3.06129
153 298  50.651 3.06091
153 299  50.651 3.06052
153 300  50.651 3.06013
153 301  50.651 3.05973
153 302  50.6511 3.05946
153 303  50.6511 3.05908
153 304  50.6511 3.05869
153 305  50.6511 3.05836
153 306  50.6511 3.05821
153 307  50.6511 3.05784
153 308  50.6511 3.05745
153 309  50.6511 3.05705
153 310  50.6511 3.05666
153 311  50.651 3.05627
153 312  50.651 3.05604
153 313  50.651 3.0557
153 314  50.6509 3.05532
153 315  50.6508 3.05495
153 316  50.6507 3.05458
153 317  50.6507 3.0542
153 318  50.6506 3.05382
153 319  50.6506 3.05344
153 320  50.6504 3.0531
153 321  50.6503 3.05276
153 322  50.6502 3.05244
153 323  50.65 3.05213
153 324  50.6499 3.05181
153 325  50.6497 3.05149
153 326  50.6496 3.0512
153 327  50.6494 3.05091
153 328  50.6492 3.05062
153 329  50.6491 3.05031
153 330  50.6489 3.04999
153 331  50.6488 3.04974
153 332  50.6487 3.04952
153 333  50.6485 3.04923
153 334  50.6484 3.04891
153 335  50.6484 3.04884
153 336  50.6482 3.0487
153 337  50.648 3.04861
153 338  50.6478 3.04873
153 339  50.6477 3.04875
153 340  50.6477 3.04866
153 341  50.6478 3.04849
153 342  50.6479 3.04816
153 343  50.648 3.04798
153 344  50.6481 3.04787
153 345  50.6483 3.04765
153 346  50.6485 3.04743
153 347  50.6487 3.04718
153 348  50.6489 3.04691
153 349  50.6491 3.04669
153 350  50.6491 3.04661
153 351  50.649 3.04652
153 352  50.6489 3.04629
153 353  50.6488 3.04599
153 354  50.6486 3.0457
153 355  50.6484 3.04541
153 356  50.6483 3.04511
153 357  50.6483 3.04479
153 358  50.6483 3.04465
153 359  50.6483 3.04435
153 360  50.6484 3.04399
153 361  50.6485 3.04371
153 362  50.6487 3.04344
153 363  50.6489 3.04316
153 364  50.6491 3.04288
153 365  50.6492 3.04259
153 366  50.6494 3.04232
153 367  50.6496 3.04215
153 368  50.6499 3.04197
153 369  50.6501 3.04182
153 370  50.6503 3.04167
153 371  50.6504 3.04159
153 372  50.6506 3.04146
153 373  50.6508 3.04127
153 374  50.6509 3.04121
153 375  50.6511 3.04106
153 376  50.6512 3.04094
155 0  50.6512 3.04094
155 1  50.6509 3.04115
155 2  50.6508 3.04129
155 3  50.6507 3.04137
155 4  50.6505 3.04156
155 5  50.6504 3.04164
155 6  50.6502 3.04174
155 7  50.65 3.04189
155 8  50.6498 3.04204
155 9  50.6495 3.04222
155 10  50.6493 3.04243
155 11  50.6492 3.04271
155 12  50.649 3.04299
155 13  50.6488 3.04327
155 14  50.6486 3.04355
155 15  50.6485 3.04381
155 16  50.6484 3.04412
155 17  50.6483 3.04441
155 18  50.6483 3.04456
155 19  50.6483 3.04479
155 20  50.6483 3.045
155 21  50.6484 3.04533
155 22  50.6485 3.04554
155 23  50.6487 3.04582
155 24  50.6488 3.04612
155 25  50.649 3.04642
155 26  50.6491 3.0466
155 27  50.649 3.04675
155 28  50.6488 3.04699
155 29  50.6486 3.04722
155 30  50.6485 3.04734
155 31  50.6484 3.04727
155 32  50.6481 3.04716
155 33  50.6479 3.04723
155 34  50.6477 3.04728
155 35  50.6474 3.04728
155 36  50.6472 3.0473
155 37  50.6469 3.04735
155 38  50.6467 3.04753
155 39  50.6465 3.04773
155 40  50.6464 3.04785
155 41  50.6463 3.04798
155 42  50.646 3.0482
155 43  50.6458 3.04842
155 44  50.6456 3.04865
155 45  50.6455 3.04887
155 46  50.6453 3.04912
155 47  50.6451 3.04937
155 48  50.6449 3.04962
155 49  50.6447 3.04987
155 50  50.6445 3.0501
155 51  50.6443 3.0503
155 52  50.6441 3.05054
155 53  50.6439 3.05078
155 54  50.6438 3.05094
155 55  50.6436 3.05116
155 56  50.6435 3.05134
155 57  50.6433 3.05155
155 58  50.6431 3.05179
155 59  50.6429 3.05203
155 60  50.6427 3.05218
155 61  50.6425 3.05221
155 62  50.6422 3.05224
155 63  50.6421 3.05212
155 64  50.642 3.05174
155 65  50.6419 3.05136
155 66  50.6419 3.05104
155 67  50.6417 3.05095
155 68  50.6414 3.05086
155 69  50.6412 3.05076
155 70  50.6409 3.05066
155 71  50.6407 3.05056
155 72  50.6405 3.05041
155 73  50.6403 3.0502
155 74  50.6401 3.04999
155 75  50.6399 3.04979
155 76  50.6397 3.04956
155 77  50.6396 3.04923
155 78  50.6394 3.0491
155 79  50.6392 3.04928
155 80  50.639 3.04954
155 81  50.6389 3.04979
155 82  50.6388 3.05002
155 83  50.6386 3.0503
155 84  50.6384 3.05059
155 85  50.6382 3.05079
155 86  50.6382 3.05086
155 87  50.638 3.05097
155 88  50.6378 3.05108
155 89  50.6377 3.05128
155 90  50.6375 3.05149
155 91  50.6374 3.05163
155 92  50.6373 3.05159
155 93  50.6373 3.05148
155 94  50.6371 3.05135
155 95  50.637 3.0512
155 96  50.6368 3.051
155 97  50.6365 3.05081
155 98  50.6363 3.05058
155 99  50.6361 3.05039
155 100  50.6361 3.05008
155 101  50.6361 3.04969
155 102  50.636 3.04931
155 103  50.636 3.04892
155 104  50.6359 3.04854
155 105  50.6359 3.04815
155 106  50.6358 3.04777
155 107  50.6358 3.04739
155 108  50.6357 3.04701
155 109  50.6357 3.04689
155 110  50.6357 3.04656
155 111  50.6356 3.04652
155 112  50.6355 3.04667
155 113  50.6355 3.04678
155 114  50.6354 3.04669
155 115  50.6353 3.04656
155 116  50.6351 3.04634
155 117  50.6348 3.04611
155 118  50.6346 3.04588
155 119  50.6344 3.04565
155 120  50.6343 3.04546
155 121  50.6341 3.04525
155 122  50.6339 3.04504
155 123  50.6336 3.04484
155 124  50.6336 3.04474
155 125  50.6334 3.04457
155 126  50.6334 3.04446
155 127  50.6332 3.04422
155 128  50.6331 3.04391
155 129  50.6329 3.0436
155 130  50.6328 3.04328
155 131  50.6326 3.04297
155 132  50.6325 3.04266
155 133  50.6323 3.04235
155 134  50.6322 3.04204
155 135  50.6321 3.04185
155 136  50.632 3.04168
155 137  50.6318 3.04138
155 138  50.6317 3.04108
155 139  50.6315 3.04077
155 140  50.6314 3.04058
155 141  50.6313 3.04037
155 142  50.6314 3.04029
155 143  50.6316 3.04
157 0  50.636 3.04206
157 1  50.6361 3.0425
157 2  50.6362 3.04287
157 3  50.6362 3.04325
157 4  50.6363 3.04362
157 5  50.6364 3.044
157 6  50.6364 3.04429
157 7  50.6365 3.04465
157 8  50.6366 3.04484
157 9  50.6365 3.0449
157 10  50.6363 3.04519
157 11  50.6362 3.04544
157 12  50.6361 3.04551
157 13  50.636 3.04579
157 14  50.6358 3.04611
157 15  50.6357 3.04643
157 16  50.6356 3.04647
157 17  50.6356 3.04654
157 18  50.6355 3.04677
157 19  50.6353 3.04707
157 20  50.6352 3.04736
157 21  50.635 3.04765
157 22  50.6349 3.04787
157 23  50.6348 3.04801
157 24  50.6347 3.04832
157 25  50.6345 3.04862
157 26  50.6345 3.04872
157 27  50.6344 3.04894
157 28  50.6342 3.04924
157 29  50.634 3.04954
157 30  50.6339 3.04983
157 31  50.6337 3.05013
157 32  50.6336 3.05036
157 33  50.6338 3.05052
157 34  50.6339 3.05071
157 35  50.6339 3.05085
157 36  50.6338 3.0512
157 37  50.6337 3.05157
157 38  50.6337 3.05196
157 39  50.6336 3.05233
157 40  50.6335 3.0527
157 41  50.6335 3.05308
157 42  50.6334 3.05345
157 43  50.6333 3.05382
157 44  50.6333 3.05395
157 45  50.6334 3.05417
157 46  50.6336 3.05449
157 47  50.6337 3.05481
157 48  50.6336 3.05516
157 49  50.6337 3.05552
157 50  50.6336 3.05564
157 51  50.6335 3.05588
157 52  50.6334 3.05619
157 53  50.6332 3.05649
157 54  50.633 3.0568
157 55  50.633 3.05694
157 56  50.6331 3.05712
157 57  50.6332 3.05745
157 58  50.6333 3.05778
157 59  50.6335 3.05811
157 60  50.6336 3.0583
157 61  50.6336 3.05848
157 62  50.6334 3.05877
157 63  50.6332 3.05905
157 64  50.6331 3.0592
157 65  50.6331 3.05933
157 66  50.633 3.05945
157 67  50.6328 3.05975
157 68  50.6327 3.06005
157 69  50.6325 3.06035
157 70  50.6323 3.06064
157 71  50.6323 3.06099
157 72  50.6322 3.06119
157 73  50.6321 3.06133
157 74  50.6319 3.06163
157 75  50.6318 3.0619
157 76  50.6317 3.06205
157 77  50.6316 3.06216
157 78  50.6314 3.06249
157 79  50.6315 3.06277
157 80  50.6317 3.06307
157 81  50.6318 3.06329
157 82  50.6317 3.06367
157 83  50.6317 3.06406
157 84  50.6316 3.06435
157 85  50.6315 3.06463
157 86  50.6314 3.06478
157 87  50.6313 3.06496
157 88  50.6311 3.06524
157 89  50.6309 3.06552
157 90  50.6309 3.06562
157 91  50.6307 3.06582
157 92  50.6305 3.06608
157 93  50.6303 3.06635
157 94  50.6301 3.06661
157 95  50.63 3.06688
157 96  50.6298 3.06715
157 97  50.6297 3.0674
157 98  50.6296 3.06758
157 99  50.6296 3.06781
157 100  50.6296 3.06821
157 101  50.6296 3.06837
157 102  50.6297 3.0684
157 103  50.6299 3.06857
157 104  50.6299 3.06888
157 105  50.6298 3.06912
157 106  50.6297 3.06931
157 107  50.6297 3.0697
157 108  50.6297 3.06983
159 0  50.6297 3.06983
159 1  50.6297 3.06938
159 2  50.6298 3.0692
159 3  50.6299 3.069
159 4  50.6299 3.06862
159 5  50.6298 3.06842
159 6  50.6296 3.06837
159 7  50.6296 3.06809
159 8  50.6296 3.06769
159 9  50.6297 3.06735
159 10  50.6298 3.06713
159 11  50.63 3.06686
159 12  50.6302 3.06659
159 13  50.6303 3.06633
159 14  50.6305 3.06609
159 15  50.6306 3.06601
159 16  50.6307 3.06578
159 17  50.6309 3.06552
159 18  50.6311 3.06523
159 19  50.6313 3.06495
159 20  50.6314 3.06472
159 21  50.6315 3.0646
159 22  50.6316 3.06437
159 23  50.6317 3.06432
159 24  50.6317 3.06421
159 25  50.6317 3.06389
159 26  50.6318 3.0635
159 27  50.6318 3.06319
159 28  50.6317 3.06315
159 29  50.6315 3.06285
159 30  50.6314 3.06257
159 31  50.6315 3.06225
159 32  50.6317 3.06201
159 33  50.6317 3.06192
159 34  50.6319 3.06175
159 35  50.632 3.0615
159 36  50.6322 3.0612
159 37  50.6322 3.06107
159 38  50.6323 3.06081
159 39  50.6323 3.06066
159 40  50.6325 3.06038
159 41  50.6326 3.06008
159 42  50.6328 3.05978
159 43  50.633 3.05948
159 44  50.6331 3.05921
159 45  50.6333 3.05892
159 46  50.6335 3.05863
159 47  50.6336 3.05833
159 48  50.6335 3.05812
159 49  50.6334 3.05778
159 50  50.6332 3.05745
159 51  50.6331 3.05712
159 52  50.633 3.05687
159 53  50.6331 3.05674
159 54  50.6332 3.05644
159 55  50.6334 3.05613
159 56  50.6335 3.05582
159 57  50.6337 3.05551
159 58  50.6337 3.0554
159 59  50.6336 3.0551
159 60  50.6337 3.05476
159 61  50.6336 3.05446
159 62  50.6335 3.05423
159 63  50.6334 3.05404
159 64  50.6333 3.05385
159 65  50.6334 3.05365
159 66  50.6334 3.05338
159 67  50.6334 3.05321
159 68  50.6335 3.05284
159 69  50.6335 3.05268
159 70  50.6336 3.05241
159 71  50.6337 3.05204
159 72  50.6337 3.05166
159 73  50.6338 3.05131
159 74  50.6338 3.05094
159 75  50.6339 3.05067
159 76  50.6338 3.05057
159 77  50.6336 3.05038
159 78  50.6336 3.05029
159 79  50.6337 3.05009
159 80  50.6339 3.04979
159 81  50.6341 3.0495
159 82  50.6342 3.0492
159 83  50.6344 3.0489
159 84  50.6344 3.04875
159 85  50.6346 3.04858
159 86  50.6347 3.04837
159 87  50.6347 3.04821
159 88  50.6349 3.04789
159 89  50.635 3.0476
159 90  50.6352 3.04735
159 91  50.6353 3.04706
159 92  50.6355 3.04678
159 93  50.6356 3.04649
159 94  50.6357 3.04645
159 95  50.6358 3.04617
159 96  50.6359 3.04593
159 97  50.6361 3.0456
159 98  50.6362 3.04536
159 99  50.6364 3.04507
159 100  50.6366 3.04484
159 101  50.6366 3.04478
159 102  50.6365 3.04465
159 103  50.6365 3.04448
159 104  50.6364 3.04411
159 105  50.6363 3.0438
159 106  50.6363 3.04345
159 107  50.6362 3.04307
159 108  50.6361 3.04269
159 109  50.636 3.04206
161 0  50.6316 3.04
161 1  50.6314 3.0403
161 2  50.6312 3.04051
161 3  50.631 3.04078
161 4  50.6308 3.04105
161 5  50.6306 3.04132
161 6  50.6304 3.04157
161 7  50.6303 3.04178
161 8  50.6302 3.04186
161 9  50.63 3.04207
161 10  50.6298 3.04232
161 11  50.6297 3.04259
161 12  50.6295 3.04286
161 13  50.6293 3.04312
161 14  50.6292 3.04323
161 15  50.6291 3.04314
161 16  50.6289 3.04296
161 17  50.6288 3.04294
161 18  50.6288 3.04294
161 19  50.6288 3.04293
161 20  50.6288 3.04293
161 21  50.6288 3.04292
161 22  50.6289 3.04298
161 23  50.629 3.04316
161 24  50.6291 3.04345
161 25  50.629 3.04364
161 26  50.6289 3.04373
161 27  50.6287 3.04399
161 28  50.6286 3.04416
161 29  50.6285 3.04428
161 30  50.6283 3.04449
161 31  50.6282 3.04472
161 32  50.628 3.04498
161 33  50.6279 3.0451
161 34  50.628 3.04522
161 35  50.6281 3.04553
161 36  50.6282 3.04573
161 37  50.6281 3.04582
161 38  50.6279 3.04604
161 39  50.6277 3.04627
161 40  50.6275 3.04651
161 41  50.6274 3.04667
161 42  50.6272 3.04689
161 43  50.627 3.04711
161 44  50.6268 3.04733
161 45  50.6266 3.04756
161 46  50.6265 3.04767
161 47  50.6266 3.04781
161 48  50.6265 3.04787
161 49  50.6264 3.04801
161 50  50.6262 3.04821
161 51  50.626 3.04841
161 52  50.6258 3.04858
161 53  50.6256 3.04878
161 54  50.6253 3.04898
161 55  50.6254 3.04927
161 56  50.6254 3.04951
161 57  50.6255 3.04959
161 58  50.6256 3.04996
161 59  50.6257 3.05034
161 60  50.6257 3.05072
161 61  50.6258 3.0511
161 62  50.6258 3.05148
161 63  50.6259 3.05178
161 64  50.6259 3.05217
161 65  50.6259 3.05257
161 66  50.6259 3.05296
161 67  50.6259 3.05332
161 68  50.6257 3.05349
161 69  50.6255 3.05366
161 70  50.6252 3.05383
161 71  50.625 3.05401
161 72  50.6248 3.05416
161 73  50.6245 3.05431
161 74  50.6243 3.05445
161 75  50.6242 3.05457
161 76  50.6241 3.05486
161 77  50.6241 3.05525
161 78  50.6241 3.05565
161 79  50.6241 3.05602
161 80  50.6241 3.05614
161 81  50.6241 3.0565
161 82  50.6241 3.05672
161 83  50.6241 3.05695
161 84  50.6242 3.05724
161 85  50.6242 3.05762
161 86  50.6242 3.05774
161 87  50.6242 3.05807
161 88  50.6242 3.05819
161 89  50.6242 3.05854
161 90  50.6242 3.05893
161 91  50.6242 3.05932
161 92  50.6242 3.05972
161 93  50.6242 3.05997
161 94  50.6242 3.06017
161 95  50.6242 3.06054
161 96  50.6242 3.06087
161 97  50.6242 3.0612
161 98  50.6242 3.06134
161 99  50.6242 3.06158
161 100  50.6242 3.06197
161 101  50.6243 3.06227
161 102  50.6243 3.06266
161 103  50.6243 3.06305
161 104  50.6243 3.06344
161 105  50.6243 3.06383
161 106  50.6243 3.06423
161 107  50.6243 3.06462
161 108  50.6243 3.06501
161 109  50.6243 3.0654
161 110  50.6243 3.06579
161 111  50.6244 3.06618
161 112  50.6244 3.06658
161 113  50.6244 3.06697
161 114  50.6244 3.06734
161 115  50.6244 3.06751
161 116  50.6244 3.06773
161 117  50.6245 3.06806
161 118  50.6245 3.06844
161 119  50.6245 3.06883
161 120  50.6244 3.06917
161 121  50.6244 3.06954
161 122  50.6244 3.06993
161 123  50.6244 3.07032
161 124  50.6243 3.07071
161 125  50.6243 3.0711
161 126  50.6243 3.07123
161 127  50.6241 3.07137
161 128  50.6239 3.07158
161 129  50.6237 3.0718
161 130  50.6235 3.07202
161 131  50.6234 3.07211
161 132  50.6232 3.07212
161 133  50.623 3.07217
161 134  50.6227 3.07218
161 135  50.6225 3.07211
161 136  50.6223 3.07202
161 137  50.6222 3.07189
163 0  50.6222 3.07189
163 1  50.6224 3.0721
163 2  50.6227 3.07217
163 3  50.6228 3.07219
163 4  50.6229 3.07217
163 5  50.6232 3.07213
163 6  50.6234 3.0721
163 7  50.6236 3.07188
163 8  50.6238 3.07167
163 9  50.624 3.07152
163 10  50.6242 3.0713
163 11  50.6243 3.07106
163 12  50.6243 3.07067
163 13  50.6244 3.07028
163 14  50.6244 3.06989
163 15  50.6244 3.0695
163 16  50.6244 3.06913
163 17  50.6245 3.06879
163 18  50.6245 3.06839
163 19  50.6245 3.06802
163 20  50.6244 3.06778
163 21  50.6243 3.06763
163 22  50.6244 3.06745
163 23  50.6244 3.06724
163 24  50.6244 3.06691
163 25  50.6244 3.06652
163 26  50.6244 3.06612
163 27  50.6243 3.06573
163 28  50.6243 3.06534
163 29  50.6243 3.06495
163 30  50.6243 3.06456
163 31  50.6243 3.06416
163 32  50.6243 3.06377
163 33  50.6243 3.06338
163 34  50.6243 3.06308
163 35  50.6243 3.0628
163 36  50.6243 3.06263
163 37  50.6243 3.06224
163 38  50.6242 3.06185
163 39  50.6242 3.06146
163 40  50.6242 3.06123
163 41  50.6242 3.06095
163 42  50.6242 3.06056
163 43  50.6242 3.06017
163 44  50.6242 3.05987
163 45  50.6242 3.05968
